CID,Capítulo,Descrição,Codigo
A46,Algumas doenças infecciosas e parasitárias,Erisipela,A46 - Erisipela
A48,Algumas doenças infecciosas e parasitárias,Outras doenças bacterianas não classificadas em outra parte,A48 - Outras doenças bacterianas não classificadas em outra parte
A480,Algumas doenças infecciosas e parasitárias,Gangrena gasosa,A480 - Gangrena gasosa
A481,Algumas doenças infecciosas e parasitárias,Doença dos legionários,A481 - Doença dos legionários
A482,Algumas doenças infecciosas e parasitárias,Doença dos legionários não,A482 - Doença dos legionários não
A483,Algumas doenças infecciosas e parasitárias,Síndrome do choque tóxico,A483 - Síndrome do choque tóxico
A484,Algumas doenças infecciosas e parasitárias,Febre purpúrica do Brasil,A484 - Febre purpúrica do Brasil
A488,Algumas doenças infecciosas e parasitárias,Outras doenças bacterianas especificadas,A488 - Outras doenças bacterianas especificadas
A49,Algumas doenças infecciosas e parasitárias,Infecção bacteriana de localização não especificada,A49 - Infecção bacteriana de localização não especificada
A490,Algumas doenças infecciosas e parasitárias,Infecção estafilocócica de localização não especificada,A490 - Infecção estafilocócica de localização não especificada
A491,Algumas doenças infecciosas e parasitárias,Infecção estreptocócica de localização não especificada,A491 - Infecção estreptocócica de localização não especificada
A492,Algumas doenças infecciosas e parasitárias,Infecção por Haemophilus influenzae de localização não especificada,A492 - Infecção por Haemophilus influenzae de localização não especificada
A493,Algumas doenças infecciosas e parasitárias,Infecção por Mycoplasma de localização não especificada,A493 - Infecção por Mycoplasma de localização não especificada
A498,Algumas doenças infecciosas e parasitárias,Outras infecções bacterianas de localização não especificada,A498 - Outras infecções bacterianas de localização não especificada
A499,Algumas doenças infecciosas e parasitárias,Infecção bacteriana não especificada,A499 - Infecção bacteriana não especificada
A50,Algumas doenças infecciosas e parasitárias,Sífilis congênita,A50 - Sífilis congênita
A500,Algumas doenças infecciosas e parasitárias,Sífilis congênita precoce sintomática,A500 - Sífilis congênita precoce sintomática
A501,Algumas doenças infecciosas e parasitárias,"Sífilis congênita precoce, forma latente","A501 - Sífilis congênita precoce, forma latente"
A502,Algumas doenças infecciosas e parasitárias,Sífilis congênita precoce não especificada,A502 - Sífilis congênita precoce não especificada
A503,Algumas doenças infecciosas e parasitárias,Oculopatia sifilítica congênita tardia,A503 - Oculopatia sifilítica congênita tardia
A504,Algumas doenças infecciosas e parasitárias,Neurossífilis congênita tardia [neurossífilis juvenil],A504 - Neurossífilis congênita tardia [neurossífilis juvenil]
A505,Algumas doenças infecciosas e parasitárias,Outras formas tardias e sintomáticas da sífilis congênita,A505 - Outras formas tardias e sintomáticas da sífilis congênita
A506,Algumas doenças infecciosas e parasitárias,Sífilis congênita tardia latente,A506 - Sífilis congênita tardia latente
A507,Algumas doenças infecciosas e parasitárias,Sífilis congênita tardia não especificada,A507 - Sífilis congênita tardia não especificada
A509,Algumas doenças infecciosas e parasitárias,Sífilis congênita não especificada,A509 - Sífilis congênita não especificada
A51,Algumas doenças infecciosas e parasitárias,Sífilis precoce,A51 - Sífilis precoce
A510,Algumas doenças infecciosas e parasitárias,Sífilis genital primária,A510 - Sífilis genital primária
A511,Algumas doenças infecciosas e parasitárias,Sífilis anal primária,A511 - Sífilis anal primária
A512,Algumas doenças infecciosas e parasitárias,Sífilis primária de outras localizações,A512 - Sífilis primária de outras localizações
A513,Algumas doenças infecciosas e parasitárias,Sífilis secundária da pele e das mucosas,A513 - Sífilis secundária da pele e das mucosas
A514,Algumas doenças infecciosas e parasitárias,Outras formas de sífilis secundária,A514 - Outras formas de sífilis secundária
A515,Algumas doenças infecciosas e parasitárias,Sífilis precoce latente,A515 - Sífilis precoce latente
A519,Algumas doenças infecciosas e parasitárias,Sífilis precoce não especificada,A519 - Sífilis precoce não especificada
A52,Algumas doenças infecciosas e parasitárias,Sífilis tardia,A52 - Sífilis tardia
A520,Algumas doenças infecciosas e parasitárias,Sífilis cardiovascular,A520 - Sífilis cardiovascular
A521,Algumas doenças infecciosas e parasitárias,Neurossífilis sintomática,A521 - Neurossífilis sintomática
A522,Algumas doenças infecciosas e parasitárias,Neurossífilis assintomática,A522 - Neurossífilis assintomática
A523,Algumas doenças infecciosas e parasitárias,Neurossífilis não especificada,A523 - Neurossífilis não especificada
A527,Algumas doenças infecciosas e parasitárias,Outras formas de sífilis tardia sintomática,A527 - Outras formas de sífilis tardia sintomática
A528,Algumas doenças infecciosas e parasitárias,Sífilis tardia latente,A528 - Sífilis tardia latente
A529,Algumas doenças infecciosas e parasitárias,Sífilis tardia não especificada,A529 - Sífilis tardia não especificada
A53,Algumas doenças infecciosas e parasitárias,Outras formas e as não especificadas da sífilis,A53 - Outras formas e as não especificadas da sífilis
A530,Algumas doenças infecciosas e parasitárias,"Sífilis latente, não especificada se recente ou tardia","A530 - Sífilis latente, não especificada se recente ou tardia"
A539,Algumas doenças infecciosas e parasitárias,Sífilis não especificada,A539 - Sífilis não especificada
A54,Algumas doenças infecciosas e parasitárias,Infecção gonocócica,A54 - Infecção gonocócica
A540,Algumas doenças infecciosas e parasitárias,"Infecção gonocócica do trato geniturinário inferior, sem abscesso periuretral ou das glândulas acessórias","A540 - Infecção gonocócica do trato geniturinário inferior, sem abscesso periuretral ou das glândulas acessórias"
A541,Algumas doenças infecciosas e parasitárias,"Infecção gonocócica do trato geniturinário inferior, com abscesso periuretral ou das glândulas acessórias","A541 - Infecção gonocócica do trato geniturinário inferior, com abscesso periuretral ou das glândulas acessórias"
A542,Algumas doenças infecciosas e parasitárias,Pelviperitonite gonocócica e outras infecções geniturinárias gonocócicas,A542 - Pelviperitonite gonocócica e outras infecções geniturinárias gonocócicas
A543,Algumas doenças infecciosas e parasitárias,Infecção gonocócica do olho,A543 - Infecção gonocócica do olho
A544,Algumas doenças infecciosas e parasitárias,Infecção gonocócica do sistema músculo,A544 - Infecção gonocócica do sistema músculo
A545,Algumas doenças infecciosas e parasitárias,Faringite gonocócica,A545 - Faringite gonocócica
A546,Algumas doenças infecciosas e parasitárias,Infecção gonocócica do ânus ou do reto,A546 - Infecção gonocócica do ânus ou do reto
A548,Algumas doenças infecciosas e parasitárias,Outras infecções gonocócicas,A548 - Outras infecções gonocócicas
A549,Algumas doenças infecciosas e parasitárias,Infecção gonocócica não especificada,A549 - Infecção gonocócica não especificada
A55,Algumas doenças infecciosas e parasitárias,Linfogranuloma (venéreo) por clamídia,A55 - Linfogranuloma (venéreo) por clamídia
A56,Algumas doenças infecciosas e parasitárias,Outras infecções causadas por clamídias transmitidas por via sexual,A56 - Outras infecções causadas por clamídias transmitidas por via sexual
A560,Algumas doenças infecciosas e parasitárias,Infecções por clamídias do trato geniturinário inferior,A560 - Infecções por clamídias do trato geniturinário inferior
A561,Algumas doenças infecciosas e parasitárias,"Infecção por clamídias, pelviperitonial e de outros órgãos geniturinários","A561 - Infecção por clamídias, pelviperitonial e de outros órgãos geniturinários"
A562,Algumas doenças infecciosas e parasitárias,"Infecção por clamídias do trato geniturinário, localização não especificada","A562 - Infecção por clamídias do trato geniturinário, localização não especificada"
A563,Algumas doenças infecciosas e parasitárias,Infecção do ânus e do reto por clamídias,A563 - Infecção do ânus e do reto por clamídias
A564,Algumas doenças infecciosas e parasitárias,Infecção da faringe por clamídias,A564 - Infecção da faringe por clamídias
A568,Algumas doenças infecciosas e parasitárias,"Infecção por clamídias transmitida por via sexual, de outras localizações","A568 - Infecção por clamídias transmitida por via sexual, de outras localizações"
A57,Algumas doenças infecciosas e parasitárias,Cancro mole,A57 - Cancro mole
A58,Algumas doenças infecciosas e parasitárias,Granuloma inguinal,A58 - Granuloma inguinal
A59,Algumas doenças infecciosas e parasitárias,Tricomoníase,A59 - Tricomoníase
A590,Algumas doenças infecciosas e parasitárias,Tricomoníase urogenital,A590 - Tricomoníase urogenital
A598,Algumas doenças infecciosas e parasitárias,Outras localizações de tricomoníase,A598 - Outras localizações de tricomoníase
A599,Algumas doenças infecciosas e parasitárias,Tricomoníase não especificada,A599 - Tricomoníase não especificada
A60,Algumas doenças infecciosas e parasitárias,Infecções anogenitais pelo vírus do herpes [herpes simples],A60 - Infecções anogenitais pelo vírus do herpes [herpes simples]
A600,Algumas doenças infecciosas e parasitárias,Infecção dos órgãos genitais e do trato geniturinário pelo vírus do herpes,A600 - Infecção dos órgãos genitais e do trato geniturinário pelo vírus do herpes
A601,Algumas doenças infecciosas e parasitárias,Infecção da margem cutânea do ânus e do reto pelo vírus do herpes,A601 - Infecção da margem cutânea do ânus e do reto pelo vírus do herpes
A609,Algumas doenças infecciosas e parasitárias,Infecção anogenital não especificada pelo vírus do herpes,A609 - Infecção anogenital não especificada pelo vírus do herpes
A63,Algumas doenças infecciosas e parasitárias,"Outras doenças de transmissão predominantemente sexual, não classificadas em outra parte","A63 - Outras doenças de transmissão predominantemente sexual, não classificadas em outra parte"
A630,Algumas doenças infecciosas e parasitárias,Verrugas anogenitais (venéreas),A630 - Verrugas anogenitais (venéreas)
A638,Algumas doenças infecciosas e parasitárias,Outras doenças especificadas de transmissão predominantemente sexual,A638 - Outras doenças especificadas de transmissão predominantemente sexual
A64,Algumas doenças infecciosas e parasitárias,"Doenças sexualmente transmitidas, não especificadas","A64 - Doenças sexualmente transmitidas, não especificadas"
A65,Algumas doenças infecciosas e parasitárias,Sífilis não,A65 - Sífilis não
A66,Algumas doenças infecciosas e parasitárias,Bouba,A66 - Bouba
A660,Algumas doenças infecciosas e parasitárias,Lesões iniciais da bouba,A660 - Lesões iniciais da bouba
A661,Algumas doenças infecciosas e parasitárias,Papilomas múltiplos e bouba plantar úmida (cravo de bouba),A661 - Papilomas múltiplos e bouba plantar úmida (cravo de bouba)
A662,Algumas doenças infecciosas e parasitárias,Outras lesões cutâneas precoces da bouba,A662 - Outras lesões cutâneas precoces da bouba
A663,Algumas doenças infecciosas e parasitárias,Hiperceratose devida a bouba,A663 - Hiperceratose devida a bouba
A664,Algumas doenças infecciosas e parasitárias,Gomas e úlceras devidas à bouba,A664 - Gomas e úlceras devidas à bouba
A665,Algumas doenças infecciosas e parasitárias,Gangosa,A665 - Gangosa
A666,Algumas doenças infecciosas e parasitárias,Lesões osteoarticulares devidas à bouba,A666 - Lesões osteoarticulares devidas à bouba
A667,Algumas doenças infecciosas e parasitárias,Outras manifestações da bouba,A667 - Outras manifestações da bouba
A668,Algumas doenças infecciosas e parasitárias,Bouba latente,A668 - Bouba latente
A669,Algumas doenças infecciosas e parasitárias,Bouba não especificada,A669 - Bouba não especificada
A67,Algumas doenças infecciosas e parasitárias,Pinta [carate],A67 - Pinta [carate]
A670,Algumas doenças infecciosas e parasitárias,Lesões primárias da pinta,A670 - Lesões primárias da pinta
A671,Algumas doenças infecciosas e parasitárias,Lesões intermediárias da pinta,A671 - Lesões intermediárias da pinta
A672,Algumas doenças infecciosas e parasitárias,Lesões tardias da pinta,A672 - Lesões tardias da pinta
A673,Algumas doenças infecciosas e parasitárias,Lesões mistas da pinta,A673 - Lesões mistas da pinta
